anchor_num,filename,correct_answer,option1,option2,option3,chart_column,trend_year,ranking_year,option_type,modality_order_type,library,chart_type
758,tgyNeGK3lWtR.png,"2, 3",ALLSTATE CORP is the organization where the addition of the ib value for 2022 and the ib value for 2019 equals 40521.0.,VERIZON COMMUNICATIONS INC has its debt commitments linked to the Compounded Secured Overnight Financing Rate (SOFR) and the London Interbank Offered Rate (LIBOR).,"Among companies in the year 2020, ALLSTATE CORP. has the lowest aoloch value.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, text, chart",matplotlib,line
586,6aDd7krxl2ew.png,"2, 3",ALLSTATE CORP is the organization whose fincf values exceed 1259.5 in the year 2020.,The company with the greatest aoloch value in 2023 is ALLSTATE CORP.,The Black-Scholes option pricing model was employed by SALESFORCE INC to assess the fair value of stock options.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",plotly,scatter
232,jdynJVUC2aDx.png,"2, 3","The disclosure of any value transfers to physicians and teaching hospitals is required by the Physician Payments Sunshine Act, which ENTERPRISE PRODCT PARTNRS LP must adhere to.",SALESFORCE INC. is the company that showed a consistent increase in oancf values from 2019 to 2023.,ABBOTT LABORATORIES is the organization which had ivch values below 107.3 in the year 2019.,oancf,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, chart, table",seaborn,scatter
276,DtiTZDODtowA.png,none,Alterations in the fair value of derivatives for cash flow hedges are reported by COSTCO WHOLESALE CORP in Accumulated Other Comprehensive Income (AOCI) until they affect earnings.,BOEING CO is the organization that showed a consistently rising trend in oibdp values from 2019 to 2021.,COSTCO WHOLESALE CORP is the firm where the prstkc value for 2020 minus the prstkc value for 2022 equals 133.0.,oibdp,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, chart, table",seaborn,bar
324,JOIiG7iIy7Ow.png,2,BUNGE GLOBAL SA is the organization where the sum of the dpact value from 2023 plus the dpact value from 2021 equals 401999.0.,"Depending on the probability of those positions being upheld during an audit, SALESFORCE INC acknowledges tax advantages of uncertain tax positions.",BUNGE GLOBAL SA is the organization with aoloch values that showed a consistently declining trend from 2021 to 2023.,aoloch,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",seaborn,bar
660,jbP1zkgeAe3q.png,1,"In the year 2020, MONDELEZ INTERNATIONAL INC. is the organization possessing the greatest act value.",WARNER BROS DISCOVERY INC. is the organization where the difference between the 2020 at value and the 2021 at value is exactly 718.0.,A rise in net revenue amounting to $320 million (12.9%) was announced by WARNER BROS DISCOVERY INC due to improved net pricing and a positive volume/mix.,act,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, table, text",plotly,bar
487,iyGirTco1MJF.png,1,The company with the highest sale value in 2023 is ABBOTT LABORATORIES.,SALESFORCE INC. is the organization with pi values below 1133.5 in the year 2020.,"Following a debt exchange, US FOODS HOLDING CORP had approximately $194.2 million in current St. Jude Medical notes remaining.",sale,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",plotly,scatter
403,fvN5keeqdFRv.png,"2, 3","A range of elements, including seasonality and fluctuations in foreign currency exchange rates, influences ALLSTATE CORP's outstanding performance obligation.",BOEING CO. is the organization where subtracting the fincf value for 2021 from the fincf value for 2020 results in 40555.0.,SALESFORCE INC. is the organization that exhibited a consistently declining trend in aoloch values from 2019 to 2022.,aoloch,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, table, chart",plotly,scatter
346,aeJus30NavG9.png,3,ALLSTATE CORP is the organization in which the difference between the fopo value in 2022 and the fopo value in 2019 is 573.0.,"Derivatives identified as hedging instruments, which include foreign exchange and commodity contracts, are possessed by ALLSTATE CORP.",COSTCO WHOLESALE CORP is the organization displaying a consistently upward trend in oibdp values from 2019 through 2023.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",plotly,bar
157,vihfAYrjGs7o.png,2,ENTERPRISE PRODCT PARTNRS LP is the firm that shows a steady increase in oancf values from 2019 to 2023.,"Fees associated with throughput, blending services, and storage operations at the Eagle Point terminal are the primary sources of revenue for ENERGY TRANSFER LP.",ENTERPRISE PRODCT PARTNRS LP is the organization with sale values that exceed 64013.5 in 2023.,oancf,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",plotly,bar
134,I1dC5iO6S3Vf.png,1,ABBOTT LABORATORIES is the organization with sale values below 36630.5 in 2020.,The company that showed a consistently rising trend in oibdp values from 2020 to 2023 is ABBOTT LABORATORIES.,Credit policies are applied by ABBOTT LABORATORIES to minimize credit losses associated with its counterparties.,oibdp,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, chart, text",plotly,line
659,xJuQScyuRoBU.png,1,The organization with the lowest oibdp value in 2022 is WARNER BROS DISCOVERY INC.,COSTCO WHOLESALE CORP is the organization where adding the txditc value for 2022 to the txditc value for 2019 results in a total of 12705.0.,Reduced labor expenses result from ENTERPRISE PRODCT PARTNRS LP operating its warehouses on a schedule of seven days and 70 hours per week.,oibdp,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, table, text",plotly,pie
369,Lmj33TTwhqL9.png,"1, 2",SALESFORCE INC. is the organization where the ppent value for 2022 minus the ppent value for 2023 equals 537.0.,"An array of products concentrated on cardiovascular and vascular health, alongside solutions for diabetes management, are included in the Medical Devices division of ABBOTT LABORATORIES.",ABBOTT LABORATORIES is the organization where aoloch values showed a consistent decline between 2019 and 2023.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",matplotlib,line
106,BpnUAj7XmfW5.png,none,ENTERPRISE PRODCT PARTNRS LP is the organization with ppent values below 21688.8 in 2019.,"Due to the FERC's final regulation as of the date of this report, WARNER BROS DISCOVERY INC has not had the obligation to refile the rates for its intrastate systems.",ENTERPRISE PRODCT PARTNRS LP is the organization that showed a consistent upward trend in act values from 2019 to 2022.,act,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, text, chart",matplotlib,bar
414,yTlykpyN5Ds1.png,"2, 3",SALESFORCE INC. is the firm for which the sum of the 2022 ib value and the 2020 ib value equals 11404.0.,SALESFORCE INC. is the organization demonstrating a steadily rising trend in oancf values from 2020 to 2023.,The FreeStyle Libre platform is being enhanced by ABBOTT LABORATORIES to improve the management of diabetes care.,oancf,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, chart, text",plotly,scatter
724,DAI06e70QHTR.png,"1, 2","In the year 2020, BOEING CO. is identified as having the smallest oibdp value.",COSTCO WHOLESALE CORP. is the organization where the difference between the ivncf value for 2022 and the ivncf value for 2021 equals -380.0.,"As a consequence of its declared shortfall, COSTCO WHOLESALE CORP has been affected by the NCRF's enforced loss recoupment surcharge.",oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, table, text",seaborn,bar
352,1VlkTADZInl0.png,3,ABBOTT LABORATORIES is the organization that showed a consistently declining pattern in aoloch values from 2019 to 2023.,Gains and losses from foreign exchange transactions are reported by COSTCO WHOLESALE CORP in its Consolidated Statement of Earnings.,ABBOTT LABORATORIES is the firm for which subtracting the dpc value of 2022 from that of 2021 equals 271.0.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, text, table",matplotlib,scatter
366,UbUZNPq7f6zm.png,"1, 2",US FOODS HOLDING CORP. is the organization where adding the 2020 ivncf value to the 2019 ivncf value amounts to -3097.0.,The assessment of the value of privately held debt and equity securities by SALESFORCE INC requires significant estimates and judgments.,ABBOTT LABORATORIES is the organization that showed a consistently increasing trend in sale values from 2019 to 2023.,sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",seaborn,scatter
777,SejO3DIYDC5A.png,"1, 2, 3",VERIZON COMMUNICATIONS INC. is the organization where the sum of the ceq value in 2022 and the ceq value in 2020 equals 158986.0.,"To connect with customers, SALESFORCE INC uses a combination of conventional and social marketing avenues.",The organization with the smallest aoloch value in 2020 is ALLSTATE CORP.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, text, chart",matplotlib,bar
584,DGp3I3Vzf2KZ.png,"2, 3",ENERGY TRANSFER LP is the organization with seq values below 28339.1 in 2021.,The approach of ENERGY TRANSFER LP focuses on gradually enhancing distributable cash flow for Unitholders.,ENERGY TRANSFER LP is the organization with the greatest oancf value in 2021.,oancf,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",plotly,scatter
209,yF63fiPZATtp.png,"1, 3",Anticipated expenses related to standard warranties are recorded by BOEING CO during the timeframe when product delivery occurs.,"In the year 2021, SALESFORCE INC. is the organization with ao values below 4558.5.",SALESFORCE INC. is the organization that showed a steadily increasing trend in oibdp values between 2019 and 2021.,oibdp,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",matplotlib,scatter
718,umNKTjxLwAhP.png,"1, 2",BOEING CO is the organization where the difference between the cogs value in 2020 and the cogs value in 2021 amounts to 3825.0.,ALLSTATE CORP is the company that holds the position of having the smallest oibdp value in 2022.,A catastrophe is described by COSTCO WHOLESALE CORP as an event that leads to pre-tax losses exceeding $1 million and impacts multiple policyholders.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, chart, text",seaborn,bar
234,dgqk0lzvFHcU.png,"2, 3","To assess how its upcoming pharmaceutical brand measures up against current products with the identical active pharmaceutical ingredient (API), SALESFORCE INC conducts Phase I bioequivalence studies.",SALESFORCE INC. is the organization that shows a consistently upward trend in act values from 2020 to 2023.,The company with intan values exceeding 44473 in 2022 is SALESFORCE INC.,act,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, chart, table",plotly,bar
332,TxH8WptyMgaO.png,2,VERIZON COMMUNICATIONS INC. is the organization that has displayed a consistently declining trend in aoloch values from 2020 to 2022.,"By engaging only with counterparties that comply with their minimum standards, as determined by a counterparty risk evaluation process, SALESFORCE INC mitigates the risk of credit-related losses from derivative contracts.",SALESFORCE INC. is the organization for which the difference obtained by subtracting the 2023 ao value from the 2020 ao value equals 2784.0.,aoloch,"(2020, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, text, table",matplotlib,line
115,Tz104dq3cT4U.png,none,MONDELEZ INTERNATIONAL INC. is the organization that exhibited a consistent upward trend in act values from 2019 to 2022.,"To assess royalty revenue in situations where actual subscription numbers are not available, ENTERPRISE PRODCT PARTNRS LP projects subscriber numbers.",ENTERPRISE PRODCT PARTNRS LP is the organization with txdc values below -567.5 in 2019.,act,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",matplotlib,bar
39,8WCF0rVQFF23.png,"1, 3",ALLSTATE CORP is the organization where the sum of the 2022 rect value and the 2020 rect value equals 44216.0.,The duration and distance involved in moving sugarcane from the point of harvest to its mills for processing are reduced by BOEING CO.,BUNGE GLOBAL SA is the organization that showed a consistently upward trend in oibdp values from 2021 to 2023.,oibdp,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",matplotlib,scatter
228,R9jNAW4VE9LL.png,"1, 3",COSTCO WHOLESALE CORP is the organization that showed a continuously rising trend in oibdp values from 2019 through 2023.,COSTCO WHOLESALE CORP is the organization with dlc values below 1402.5 in 2023.,"WARNER BROS DISCOVERY INC acknowledged goodwill as a result of acquiring the Lifestyle Business, and this goodwill is included in the International Networks reportable segment.",oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",plotly,scatter
391,hbG3jH90fmCu.png,"1, 3",COSTCO WHOLESALE CORP is the organization where the pi value from 2022 and the pi value from 2019 together total 12605.0.,COSTCO WHOLESALE CORP is the organization that showed a persistently downward trend in aoloch values from 2019 to 2023.,"Unless loss contingencies are both likely to occur and can be estimated with reasonable accuracy, COSTCO WHOLESALE CORP does not make an accrual entry for them.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, chart, text",plotly,scatter
225,GCpB61Fa166G.png,"1, 3",SALESFORCE INC. is the organization that showed a consistently rising trend in sale values from 2019 to 2023.,ABBOTT LABORATORIES is the organization with oancf values below 3938 in 2022.,"Investments in privately held equity securities, which undergo impairment evaluations at a minimum on a quarterly basis, are possessed by SALESFORCE INC.",sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",plotly,line
60,89KABn1RIEk6.png,"1, 2, 3",The costs of in-house research and development are recorded by ABBOTT LABORATORIES as they are incurred.,The position of having the minimum oibdp value in 2023 is held by ENTERPRISE PRODCT PARTNRS LP.,The company with fopo values exceeding 1038.5 in 2022 is COSTCO WHOLESALE CORP.,oibdp,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",matplotlib,pie
182,xAwvel2QEMbp.png,3,ENTERPRISE PRODCT PARTNRS LP is the organization that experienced a consistently rising trend in sale values from 2019 to 2023.,ENTERPRISE PRODCT PARTNRS LP is the organization with seq values below 13327.2 in the year 2019.,The newly suggested safety regulations from PHMSA regarding natural gas transmission pipelines have an impact on ENTERPRISE PRODCT PARTNRS LP.,sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",seaborn,line
189,eF7VvVVS3c4B.png,"1, 2","Within a measurement period lasting up to one year after acquisition, SALESFORCE INC might adjust the fair value of acquired tangible and intangible assets.",ALLSTATE CORP is the organization with ib values below -551.5 in 2022.,The company that exhibited a steadily declining trend in aoloch values from 2019 to 2023 is ALLSTATE CORP.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",matplotlib,line
207,U9gjFt7i09i0.png,"1, 3","A range of categories, including property and equipment, goodwill, and other intangibles, are encompassed within the total assets of US FOODS HOLDING CORP.","In the year 2019, MONDELEZ INTERNATIONAL INC. is the organization whose dltr values exceed 4204.",MONDELEZ INTERNATIONAL INC. is the firm that showed an unbroken upward trend in sale values from 2019 to 2023.,sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",plotly,bar
434,5PQig3qA4Jge.png,"1, 2, 3",BOEING CO. is the organization where the ivncf value for 2021 minus the ivncf value for 2020 equals 27690.0.,SALESFORCE INC. is the organization that showed a consistently declining trend in aoloch values from 2019 to 2023.,A 1% change in the overall gross margin for long-duration contract performance obligations is projected by BOEING CO to potentially impact pre-tax income by approximately $297 million.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, chart, text",plotly,line
625,LFu4jJzeDL40.png,none,ENTERPRISE PRODCT PARTNRS LP is the firm where subtracting the 2023 prstkc value from the 2020 prstkc value results in 8.2.,"To manage price risk, MONDELEZ INTERNATIONAL INC uses a variety of derivative instruments, including futures, forwards, swaps, and options.",WORLD KINECT CORP is the firm with the greatest sale value in the year 2020.,sale,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, text, chart",seaborn,pie
364,B9RrHwLHK1cN.png,"1, 2",The Nutritional division of ABBOTT LABORATORIES focuses on developing ingredients and products that are tailored to meet the nutritional needs of specific groups and patients.,SALESFORCE INC. is the organization that displayed a consistently downward trend in aoloch values from 2019 to 2023.,COSTCO WHOLESALE CORP is the organization where the addition of the 2021 lt value and the 2020 lt value equates to 78717.0.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, chart, table",plotly,bar
572,ooW7bUK4KK5H.png,"1, 3",The company with the smallest fopo value in 2020 is SALESFORCE INC.,SALESFORCE INC. is the enterprise with dpact values exceeding 23133 in 2023.,Several lawsuits concerning alleged breaches of labor regulations are presently encountered by COSTCO WHOLESALE CORP.,fopo,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",seaborn,bar
400,A3M5hBTlvhJP.png,"1, 3",COSTCO WHOLESALE CORP is the organization that demonstrated a steady upward trend in ib values from 2020 to 2023.,COSTCO WHOLESALE CORP is the organization for which the nopi value in 2023 minus the nopi value in 2020 equals 587.0.,The straight-line technique is employed by COSTCO WHOLESALE CORP to calculate depreciation and amortization expenses.,ib,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",plotly,line
755,po3rpTj71Qzo.png,"2, 3",SALESFORCE INC. is the organization where the difference between the 2023 ivch value and the 2019 ivch value equals 14790.0.,The value of its financial instruments is assessed by SALESFORCE INC using observable market inputs.,"In 2022, ALLSTATE CORP. was the organization with the smallest oibdp value.",oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, text, chart",matplotlib,scatter
463,VAiZEyYurKqa.png,none,MONDELEZ INTERNATIONAL INC. is the organization with the top act value in 2023.,ENERGY TRANSFER LP is the organization whose dpc values surpassed 12733.5 in 2022.,NGL storage and pipeline transportation revenue is recognized by WARNER BROS DISCOVERY INC when services are executed or products are provided.,act,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",matplotlib,line
695,guNOJPUlBX7O.png,3,ENERGY TRANSFER LP is the entity for which the nopi value for 2020 plus the nopi value for 2019 equals 2683.0.,SALESFORCE INC. is the organization with the smallest fopo value in 2023.,"A decline in Segment Adjusted EBITDA for the interstate transportation and storage segment was experienced by ENERGY TRANSFER LP, mainly as a result of a series of revenue decreases amounting to $35 million.",fopo,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, chart, text",matplotlib,scatter
137,PphyA23v5ZhT.png,1,SALESFORCE INC. is the organization that has shown a consistently upward trend in sale values from 2019 to 2023.,Investors are warned by US FOODS HOLDING CORP that statements about the future are subject to risks and uncertainties.,SALESFORCE INC. is the organization with dlc values below 1090.5 in 2022.,sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",plotly,bar
598,agUqryEqCGiB.png,"1, 2, 3","US FOODS HOLDING CORP defines Adjusted EBITDA to include numerous adjustments, such as past sponsor fees, restructuring expenses, and costs related to share-based compensation.",US FOODS HOLDING CORP is the organization with pi values below 1133.5 in 2020.,"SALESFORCE INC. is the organization that, in the year 2022, recorded the minimum sale value.",sale,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",seaborn,line
548,pD6tu2LDTfQn.png,"1, 2",SALESFORCE INC. is the firm that had the minimal sale value in 2020.,"Estimates based on income earned and taxed in different jurisdictions, along with the discrepancies between book and tax items, are used to calculate the overall effective income tax rate for US FOODS HOLDING CORP.",US FOODS HOLDING CORP holds the distinction of having dpact values below 2561.5 in 2021.,sale,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, text, table",matplotlib,scatter
377,mvjE0g6V7qfS.png,"1, 2",SALESFORCE INC. is the organization that showed a consistently decreasing trend in aoloch values from 2020 to 2023.,BOEING CO is the organization where the act value for 2022 plus the act value for 2023 totals 218798.0.,"The proration of RSUs for executives and employees under certain conditions, such as ending employment due to retirement or disability, is permitted by SALESFORCE INC.",aoloch,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",seaborn,bar
65,qWm2cLO5c7jT.png,1,BOEING CO. is the company where the sale value for 2020 plus the sale value for 2019 equals 143474.0.,The timing of its tax liability payments cannot be accurately estimated by BOEING CO.,ALLSTATE CORP has the greatest oiadp value among organizations in 2023.,oiadp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, text, chart",seaborn,bar
296,Mk9uxAvnJNUA.png,1,Revenue from operating leases is recognized by BOEING CO evenly throughout the lease term by utilizing a straight-line method.,ALLSTATE CORP is the company for which the sum of the 2023 fopo value and the 2021 fopo value amounts to 7189.0.,ALLSTATE CORP is the organization that demonstrated a consistently upward trend in oiadp values between 2019 and 2021.,oiadp,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, table, chart",seaborn,scatter
13,C0rs0FaGa6WI.png,1,US FOODS HOLDING CORP is the organization with pi values below 510.5 in 2022.,"Sophisticated laboratory systems for various medical diagnostics, including cancer and infectious illnesses, are provided by SALESFORCE INC.",US FOODS HOLDING CORP. is the organization that showed a consistently increasing trend in sale values from 2019 to 2023.,sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, text, chart",matplotlib,line
40,tPFDzUkQ2sOv.png,"1, 3",COSTCO WHOLESALE CORP. is the organization that showcased a consistently upward trend in oibdp values from 2019 to 2023.,COSTCO WHOLESALE CORP is the firm for which adding the 2023 txditc value to the 2019 txditc value yields 10427.0.,"A 50% stake in the Promix NGL fractionator, which receives mixed NGLs from various natural gas processing plants, is held by ENTERPRISE PRODCT PARTNRS LP.",oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",matplotlib,scatter
713,eASiO1K1k3BK.png,"1, 2",SALESFORCE INC. is the organization where the sum of the 2021 fincf value and the 2023 fincf value equals 361.0.,VERIZON COMMUNICATIONS INC directs its capital expenditures towards improving the operational efficiency and productivity of its networks.,SALESFORCE INC. is the organization with the highest aoloch value in 2022.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","table, text, chart",plotly,scatter
353,YP2UqYxYf9Ls.png,3,BOEING CO. is the organization that exhibited a consistently declining pattern in aoloch values from 2019 to 2021.,"Recognized as a leading provider of enterprise software, ALLSTATE CORP focuses on customer relationship management (CRM).",BOEING CO. is the organization where the sum of the 2023 lt value and the 2020 lt value equals 324451.0.,aoloch,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, text, table",seaborn,bar
455,QuoCzSpn24He.png,none,ENTERPRISE PRODCT PARTNRS LP is the firm with ap values exceeding 5545.75 in 2022.,"ENTERPRISE PRODCT PARTNRS LP experienced an increase in its net revenues by $320 million, or 12.9%, primarily due to improved net pricing and a favorable volume/mix.",The company with the least sale value in 2022 is WORLD KINECT CORP.,sale,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",seaborn,pie
493,EN5dsor5nzB6.png,2,The majority of ENERGY TRANSFER LP's income is generated through long-term network distribution agreements with the Liberty Group.,ENTERPRISE PRODCT PARTNRS LP is the organization with the greatest act value in 2021.,WARNER BROS DISCOVERY INC is the organization with at values below 86875.5 in 2022.,act,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",seaborn,scatter
582,abDW7o8F8ugR.png,"2, 3",WARNER BROS DISCOVERY INC. is the organization with txdc values that exceed 173 for the year 2021.,Competition for the refined product terminals of ENERGY TRANSFER LP primarily comes from integrated petroleum companies as well as independent terminal companies.,ENERGY TRANSFER LP is the organization with the greatest act value in the year 2021.,act,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",seaborn,scatter
243,SdZ014dJJNT0.png,"2, 3",ENTERPRISE PRODCT PARTNRS LP is the company that showed a consistently upward trend in act values from 2019 to 2023.,An overall storage capacity of about 575 MBbls at the Fort Mifflin terminal is possessed by ENERGY TRANSFER LP.,WARNER BROS DISCOVERY INC. is the organization with lct values below 7147 in 2021.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",seaborn,scatter
347,eckSqXk3Ho3D.png,3,ENERGY TRANSFER LP is the organization where the sum of the 2020 seq value and the 2021 seq value is 99624.0.,"The assessment of fair value by ENTERPRISE PRODCT PARTNRS LP relies mainly on management's projections and assumptions about growth rates, operating margins, and market conditions.",SALESFORCE INC. is the organization that demonstrated a consistently upward trend in oancf values from 2020 to 2022.,oancf,"(2020, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",matplotlib,scatter
105,DI1oOsjMy43F.png,none,"Advanced low-code and no-code platforms, which facilitate both developers and business professionals, are provided by US FOODS HOLDING CORP.",US FOODS HOLDING CORP. is the organization that showed a consistently upward trend in sale values from 2019 to 2023.,ABBOTT LABORATORIES is the organization with ib values below 1923 in 2020.,sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, chart, table",seaborn,scatter
206,Nr48f5HkgX4D.png,"1, 2",WARNER BROS DISCOVERY INC showed a consistently increasing pattern in act values from 2019 to 2022.,WARNER BROS DISCOVERY INC. is the organization with ibc values below 3049 in 2019.,A significant negative effect is not anticipated by MONDELEZ INTERNATIONAL INC due to the transition away from LIBOR.,act,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, table, text",plotly,line
502,MjMP0JNHu2KF.png,2,The company with the act value that was at its lowest in 2021 is UNITED PARCEL SERVICE INC.,"Agreements with clients that encompass a range of deliverables, such as cloud services, software licenses, and professional services, are engaged in by SALESFORCE INC.",ABBOTT LABORATORIES is the organization with che values below 8882.5 in 2022.,act,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, text, table",matplotlib,bar
