anchor_num,filename,correct_answer,option1,option2,option3,chart_column,text_chart_trend_year,option_type,modality_order_type,library,chart_type,ranking_year
131,UfklF0pEWFuS.png,"1, 3","Possessing Level 1 financial assets and liabilities that include exchange-traded commodity futures and publicly listed options, the organization experienced a consistently upward trend in sale values from 2020 to 2023.",ENTERPRISE PRODCT PARTNRS LP is the company with the at value exceeding 37945.65 and a sale value that shows a continuous upward trend throughout every year.,"In 2021, the organization that holds Level 1 financial assets and liabilities, which include exchange-traded commodity futures and listed options, has dlc values exceeding 1786.05.",sale,"(2020, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Table+Chart, Text+Table",matplotlib,scatter,0
208,PEa5wkKws3aC.png,2,Voice services are offered through switched access and VoIP networks across the U.S. and internationally by the organization that exhibited a consistently declining pattern in aoloch values from 2019 to 2022.,SALESFORCE INC. is the organization with the total sum of niadj values below 50946.5 and aoloch values showing a consistent decrease throughout all years.,"In 2023, the organization whose lt values surpass 186094 engages in agreements that could encompass multiple performance obligations, such as Cloud Services, software licenses, premium support, and professional services.",aoloch,"(2019, 2022)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Table+Chart, Text+Table",plotly,line,0
507,6lEbVlCKSqTd.png,1,"The organization remains committed to upholding equal pay for equal work and has allocated $10.3 million to resolve wage imbalances, having demonstrated a steadily declining trend in aoloch values between 2019 and 2023.",ALLSTATE CORP. is the organization with the txt value below 2645.5 and an aoloch value that continuously declines throughout all years.,"Dedicated to ensuring equal compensation for equivalent roles, the corporation where the recch value for 2022 plus the recch value for 2023 equals -684.0 has set aside $10.3 million to address wage disparities.",aoloch,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Table+Chart, Text+Table",seaborn,line,0
367,uoFvkq6IHmTU.png,3,"In 2021, the organization with the top oibdp value expects to recover $111 from the 747 unamortized tooling expenses associated with aircraft that have confirmed orders or commitments.","In the year 2019, the organization with nopi values that exceed 625.5 primarily funds specific non-U.S. operational subsidiaries by utilizing U.S. dollar-denominated liabilities, and it mitigates currency risk by using U.S. dollar-denominated assets.",ALLSTATE CORP is identified as the organization with the smallest oibdp value in the years when the recch value for BUNGE GLOBAL SA exceeds 25.,oibdp,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",seaborn,line,0
185,LDECatoSE6ro.png,"2, 3",Facing growing regulations related to data privacy and security is the organization that exhibited a consistently rising pattern in sale values from 2019 to 2023.,ABBOTT LABORATORIES is the company with the superior sale value in the years when the xsga value for MONDELEZ INTERNATIONAL INC exceeds 7109.,"Catering to a varied customer base that includes eateries, medical facilities, and government entities is the organization with recch values exceeding -256.5 in 2023.",sale,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",matplotlib,bar,0
836,PYq1VpyDLl2d.png,"2, 3","Top-tier customer support is provided by the organization where the recch value for 2021 minus the recch value for 2020 equals 541.0 as part of a premium success offering or at an extra charge, which incorporates several enhanced services.","SALESFORCE INC. is the organization, for every year, with che values totaling more than 33537 and act values that steadily increased.","Leading customer support, included in a premium success package or available for an additional fee, is provided by the organization holding the top act value in 2023, and it encompasses a variety of superior services.",act,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Table+Chart, Text+Chart",plotly,line,0
857,udfBAxpwXkVl.png,1,"Compliance with further safety mandates for newly built pipelines, as specified in the Pipeline Safety Act, is required for the organization with the top act value in 2020.",ENERGY TRANSFER LP is the firm with the minimum act value in those years when the sale value minus the siv value for ENERGY TRANSFER LP drops below 46051.,"The fair value of Level 1 equity securities is assessed by the organization where the sum of the ap value for 2020 and the ap value for 2022 amounts to 9761.0, using quoted market prices.",act,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",plotly,line,0
260,af8psJXbdeNc.png,2,"Utilizing both accelerated and straight-line amortization techniques for content, with amortization durations generally ranging from two to five years, is a practice of the organization that showed a consistently rising trend in oibdp values from 2019 to 2023.","Utilizing both accelerated and straight-line amortization techniques for content, with amortization durations generally ranging from two to five years, is what the organization with ibc values under 2976.15 in 2021 does.",ENTERPRISE PRODCT PARTNRS LP is the firm with the smallest oibdp value in the years where the ao value minus the capx value for COSTCO WHOLESALE CORP exceeds -1761.,oibdp,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",matplotlib,line,0
710,g08ksZmig6ls.png,2,"ALLSTATE CORP is the company, for every year, whose dltt value is below 34212 and whose oibdp value consistently rose.",Credit events are resolved via either physical or cash settlement by the organization where subtracting the 2023 ivch value from the 2019 ivch value results in 7025.0.,Credit occurrences are resolved by the company possessing the smallest oibdp value in 2021 through either physical or cash settlement.,oibdp,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Table+Chart, Text+Table, Text+Chart",seaborn,line,0
842,ei9jGLgD5Y9Q.png,"1, 2, 3","The organization is not required to raise contributions to multiemployer benefit plans beyond the amounts already agreed upon, except for potential surcharges, for which the niadj value from 2021 plus the niadj value from 2023 amounts to 19598.0.",COSTCO WHOLESALE CORP is the organization with the cumulative total of lt values below 231768 and act values consistently on the rise for every year.,"In 2023, the organization with the smallest act value has no obligation to increase contributions to multiemployer benefit plans beyond the previously agreed amounts, except in the event of potential surcharges.",act,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Table+Chart, Text+Chart",seaborn,bar,0
224,98aOZK8Nho5P.png,"1, 2","COSTCO WHOLESALE CORP is the organization, for every year, where the total sum of oiadp values exceeds 32279.35 and oibdp values consistently rose.",A motion for partial summary judgment in one of the class action lawsuits has been filed by the organization that showed a consistently upward trend in oibdp values from 2019 to 2022.,"In 2019, the organization with oiadp values exceeding 5316.55 has pursued a partial summary judgment in one of the class action lawsuits.",oibdp,"(2019, 2022)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Table+Chart, Text+Chart, Text+Table",matplotlib,scatter,0
120,nwR00Ci4g6DF.png,3,ALLSTATE CORP is the organization with the ap value below 8879.5 and an oiadp value that consistently rises for every year.,"Disclosed issues are reviewed by the organization that exhibited a consistently rising trend in oiadp values between 2019 and 2021, in collaboration with legal advisers, and various developments are taken into account to estimate losses.","Disclosed issues are assessed in collaboration with legal advisors by the organization with pi values exceeding 4506.5 in the year 2021, taking into account different developments to project losses.",oiadp,"(2019, 2021)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Table+Chart, Text+Chart, Text+Table",seaborn,line,0
85,hWsKe718jTFa.png,none,The organization with the greatest aoloch value reported nearly $134 million in goodwill related to the acquisition of CloudCraze in 2021.,SALESFORCE INC. is the company with the greatest aoloch value in those years when the dltt value plus niadj value for ALLSTATE CORP is below 6841.,"Income from limited partnership interests, based on fluctuations in the fair value of the investee's equity, is recognized by the organization where the sum of the fincf value for 2020 plus the fincf value for 2022 equals -2368.0.",aoloch,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",matplotlib,line,0
174,bJXSjxJ4ZCSh.png,"1, 2","During the period from 2019 to 2023, the organization focusing on broadening its distribution networks for its subscription service exhibited a continuously upward trend in sale values.",SALESFORCE INC. holds the position of having the smallest sale value in the years when the ao value for ABBOTT LABORATORIES goes beyond 5752.,Forecasting future contributions and benefit disbursements for its sponsored pension and other postretirement benefit schemes is undertaken by the organization with ao values exceeding 4524.5 in 2019.,sale,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",matplotlib,scatter,0
308,hfAPiapZhwaE.png,2,"In 2021, the organization, where lct values exceed 19678.5, is developing advanced devices for heart treatments, including the repair of valves and addressing congenital heart abnormalities.","U.S. federal, Japan, Australia, Germany, France, United Kingdom, and Israel are considered by the organization with the greatest act value for 2022 to be key tax jurisdictions.",ABBOTT LABORATORIES is the organization with the lt value under 41490 and an act value that consistently went up in every year.,act,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Table, Text+Chart, Table+Chart",plotly,bar,0
683,k893XA4ZhK0S.png,"2, 3","Dedicated to a fundamental set of principles like trust, customer success, innovation, equality, and sustainability is the organization where the lco value from 2020 minus the lco value from 2021 equals 1186.0.",SALESFORCE INC is the entity with the highest aoloch value in the years when the dltt value plus ivao value for SALESFORCE INC is less than 8532.5.,"Dedicated to a fundamental set of principles, including trust, customer success, innovation, equality, and sustainability, is the organization that showed a consistently declining trend in aoloch values from 2020 to 2023.",aoloch,"(2020, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",matplotlib,line,0
695,aGZorxssFmVX.png,none,Revenue is acknowledged by the organization where the sum of the 2019 oiadp value and the 2020 oiadp value equals 15141.0 once control over products and services has been transferred to clients.,ALLSTATE CORP. is the organization with the pi value exceeding -3758.5 and the oibdp value showing continuous growth for every year.,Revenue is acknowledged by the organization with the greatest oibdp value in 2019 when control over products and services is transferred to customers.,oibdp,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Table, Table+Chart, Text+Chart",plotly,bar,0
513,aRX8eTtWS5ZN.png,2,Business combinations are recorded by the organization that exhibited a consistently upward trend in sale values between 2019 and 2023 by applying the acquisition accounting method.,"Possessing a 50% indirect stake in the White River Hub through its investment in White River Hub, LLC is the organization for which the 2021 aco value minus the 2023 aco value results in -172.1.",ENTERPRISE PRODCT PARTNRS LP is the organization whose invt value exceeds 1979.65 and whose sale value shows consistent growth across all years.,sale,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Text+Table, Table+Chart",matplotlib,scatter,0
635,toxTyR13hJpz.png,"2, 3","Customized service offerings are delivered by the organization where the sum of the dltt values for 2022 and 2023 amounts to 319937.0, targeting select industries, which encompass financial services, healthcare, manufacturing, consumer goods, government, and philanthropic sectors.","SALESFORCE INC. is the organization where, for every year, the cumulative sum of xsga values exceeds 79885 and the aoloch values experience a continuous decline.","Customized service solutions for distinct sectors, including financial services, healthcare, manufacturing, consumer goods, government, and philanthropy, are offered by the organization that showed a steady downward trend in aoloch values from 2019 to 2023.",aoloch,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Table+Chart, Text+Chart",seaborn,line,0
544,YdIrY8DRogCH.png,"1, 2, 3","Dedicated to a fundamental series of values, such as trust, customer success, innovation, equality, and sustainability, is the organization that exhibited a consistently declining trend in aoloch values between 2019 and 2022.",SALESFORCE INC. is the organization with the ppent value below 7353 and an aoloch value that consistently shows a decrease for every year.,"A fundamental set of values, which includes trust, customer success, innovation, equality, and sustainability, is what the organization is dedicated to where the seq value for 2022 plus the seq value for 2020 is equal to 99852.0.",aoloch,"(2019, 2022)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Table+Chart, Text+Table",matplotlib,bar,0
296,HnpGvMmt943B.png,"1, 2, 3",WARNER BROS DISCOVERY INC is the organization with the largest act value in the years when the fopo value plus the oiadp value for WARNER BROS DISCOVERY INC exceeds 3980.5.,"An increase in cash generated by operating activities, mainly driven by a rise in net income and efforts related to working capital, was observed by the organization that exhibited a consistently upward trend in act values from 2019 to 2023.",A rise in net income combined with working capital efforts was primarily responsible for the growth in cash flow generated from operating activities for the organization with oiadp figures below 3587 in the year 2020.,act,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Table+Chart, Text+Chart, Text+Table",plotly,bar,0
711,IRComMYKfKBC.png,2,ENTERPRISE PRODCT PARTNRS LP is the company with the ao value below 3275.65 and an oibdp value that consistently rose for every year.,An assessment of the income approach to ascertain the fair value of IPR&D intangible assets was incorporated in 2022's audit methods by the organization possessing the topmost oibdp value.,"The belief is maintained by the firm where the prstkc value for 2022 added to the prstkc value for 2019 sums to 4513.0, that no ongoing claims, proceedings, or lawsuits will have a significant negative impact on its financial condition.",oibdp,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Table+Chart, Text+Chart, Text+Table",seaborn,bar,0
202,2msR1XSTODvx.png,1,"From 2020 to 2023, the organization exhibiting a consistently rising trend in oiadp values witnessed a $780 million increase in cost of goods sold in Merchandising.",ALLSTATE CORP is the organization with the total sum of intan values below 29224 and oiadp values that consistently increased for each year.,An increase of $780 million was observed in the 2019 cost of goods sold in Merchandising for the organization with fincf values exceeding 2484.,oiadp,"(2020, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Table+Chart, Text+Table",matplotlib,line,0
295,hofOYMS27vo0.png,"1, 2, 3",ENTERPRISE PRODCT PARTNRS LP is the organization with the top sale value in the years when MONDELEZ INTERNATIONAL INC's dlc value minus its che value is below -1053.5.,"An increase of $41.0 million was experienced by the organization with che values below 252.2 in the 2022 gross operating margin from LPG-related activities at EHT, compared to the previous year, driven by higher net export volumes and lower operating expenses.","In the emerging markets from 2019 to 2023, the organization that showed a consistent rise in sale values saw a net revenue decrease of 6.0%, while Organic Net Revenue in those areas increased by 2.3%.",sale,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Table+Chart, Text+Table, Text+Chart",matplotlib,bar,0
671,IUwjzJcrgv2D.png,"1, 2","Possessing long-term debt liabilities that amount to $149.4 billion, the organization has a 2020 rect value plus a 2022 rect value totaling 49812.0, with $9.3 billion scheduled for repayment within the next twelve months.",The firm might need to compensate customers for claims of third-party intellectual property infringement if it demonstrated an ongoing downward trend in aoloch values between 2020 and 2022.,VERIZON COMMUNICATIONS INC. is the organization with the smallest aoloch value in the years when the rect value minus the fincf value for BOEING CO is greater than 16778.,aoloch,"(2020, 2022)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Text+Chart, Table+Chart",seaborn,line,0
707,kjxtBKBC0D91.png,2,"To support upcoming acquisitions or investments, the organization where the 2023 txt value plus the 2020 txt value equals 1248.0 might consider pursuing additional financing.",SALESFORCE INC is the company for every year where the ibc value is more than -3182.5 and the oibdp value shows uninterrupted growth.,"To support prospective acquisitions or investments, the organization with the minimum oibdp value in 2023 might pursue extra funding.",oibdp,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Table, Table+Chart, Text+Chart",matplotlib,line,0
597,4AwRVUyIgYHY.png,none,There are no debt covenants within the organization where the intan value for 2019 minus the intan value for 2021 totals 768.0 that include credit rating downgrade triggers which might hasten the maturity of its obligations.,"Holding a fixed-price agreement with the U.S. Air Force to upgrade two 747-8 aircraft, known as Air Force One, valued at $4.3 billion, is the company that exhibited a steadily declining pattern in aoloch values between 2020 and 2023.","BUNGE GLOBAL SA is the organization, for every year, with the cumulative total of spi values exceeding -9223.5 and aoloch values that show a continuous decline.",aoloch,"(2020, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Text+Chart, Table+Chart",seaborn,line,0
478,KGmSZs2aUyS7.png,"1, 3","In the 2020 Commerce offering, the enterprise with fincf values below 1259.5 assists brands in enhancing customer interaction and revenue through tailored shopping experiences.","BUNGE GLOBAL SA, in the years when the seq value minus the fincf value surpasses 10850, is the organization with the leading aoloch value.","By providing personalized shopping experiences, the organization with the top aoloch value in the 2019 Commerce offering helps brands to enhance customer engagement and increase revenue.",aoloch,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",plotly,bar,0
767,dd7YTqiz4UO7.png,3,"Because of inherent limitations, internal control by the company whose 2020 niadj value plus the 2023 niadj value totals 10294.0 might not fully discover or eliminate misstatements.",SALESFORCE INC is the firm with the maximum aoloch value in the years when the cogs value for SALESFORCE INC exceeds 6418.,"Through the use of drag-and-drop tools, the organization with the minimal aoloch value in the Platform offering for 2023 enables businesses to develop tailored applications.",aoloch,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",plotly,line,0
340,MbunKJ3j3Dam.png,"1, 2, 3","In 2022, the organization that has the smallest oibdp value is involved in shareholder derivative lawsuits over alleged violations of federal securities regulations.",SALESFORCE INC. is the organization whose spi value exceeds -4255.5 and whose oibdp value has shown a continuous increase for every year.,Engaged in stockholder derivative lawsuits concerning alleged breaches of federal securities regulations is the organization with che values below 11717 in 2023.,oibdp,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Table+Chart, Text+Table",plotly,line,0
481,LzYnLP6XkWMv.png,"1, 3",ABBOTT LABORATORIES is the organization with the maximum oibdp value in periods when the sum of the lt value plus dlc value for COSTCO WHOLESALE CORP is below 34374.5.,"In 2022, the organization that owns a BTA Gathering System located in East Texas has the top oibdp value.","About 2 percent of its total earnings and net assets is accounted for by the firm with aco values exceeding 1448.5 in the 2019 activities in Russia and Ukraine, and the financial implications of the conflict have not been significant.",oibdp,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Table+Chart, Text+Chart, Text+Table",plotly,line,0
451,s9dWKGvLMUsG.png,1,"In 2021, the company with ib values exceeding 6039 conducts Phase I bioequivalence studies to compare its upcoming pharmaceutical brand with existing products that have the same active pharmaceutical ingredient (API).",Discontinuation of LIBOR is not expected to have a considerable effect on the financial standing of the organization with the niadj value that is the smallest in 2019.,COSTCO WHOLESALE CORP has the smallest niadj value in the years when the lco value minus the oancf value for ABBOTT LABORATORIES falls below -2332.,niadj,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Text+Chart, Table+Chart",plotly,line,0
879,cSFQGVsVxrzW.png,"1, 2",ALLSTATE CORP is the organization with the smallest aoloch value in the years when the difference between the capx value and fopo value for SALESFORCE INC exceeds 906.,Reserves for life-contingent contract benefits are calculated utilizing long-term actuarial assumptions by the organization with the greatest aoloch value in 2023.,"Due to pricing pressures within the market, the organization, where the lt value for 2022 minus the lt value for 2021 amounts to 6294.0, must differentiate its products and services.",aoloch,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Table+Chart, Text+Chart, Text+Table",plotly,scatter,0
490,oBYiETEga5aG.png,"1, 2, 3","To offer further insight into its operational performance, non-GAAP financial measures are used by the organization with ibc values below 1495.5 in 2022.",MONDELEZ INTERNATIONAL INC holds the position as the company with the smallest sale value in the years when the niadj value minus the pi value for MONDELEZ INTERNATIONAL INC exceeds -445.5.,"A parametric delta-gamma approximation method is utilized by the organization with the minimal sale value in 2021 to project anticipated return distributions for interest rates, currencies, and commodity prices.",sale,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",matplotlib,scatter,0
874,gxmSNluF9kau.png,"1, 2","Due to indemnification responsibilities within subscription agreements linked to claims of third-party intellectual property infringement, the organization with the smallest aoloch value in 2021 might face increased expenses.","About 9,300 employees were shifted to Frontier by the organization in which the 2022 rect value plus the 2019 rect value amounts to 51439.0 as a component of the sale of the local exchange business.",VERIZON COMMUNICATIONS INC ranks as the company with the largest aoloch value in the years when the oibdp value plus the ib value for SALESFORCE INC exceeds 9747.,aoloch,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",seaborn,line,0
661,0zZnhky6GDuV.png,2,Deploying the Intelligent Edge Network to enhance network efficiency and support multiple technologies is the organization that demonstrated a perpetually declining trend in aoloch values between 2019 and 2023.,BOEING CO is the organization with the maximum aoloch value in the years when the ppent value plus ao value for BOEING CO drops below 15215.5.,Observable market inputs are employed by the organization where the sum of the ceq value from 2021 and the ceq value from 2020 amounts to 149632.0 for the appraisal of its financial assets.,aoloch,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",plotly,bar,0
808,G0a3WnE2ot3T.png,1,The top aoloch value holder in 2023 expects to use the net proceeds from the green bond for funding renewable energy projects.,"VERIZON COMMUNICATIONS INC. is the company for every year where the cumulative total of seq values surpasses 217163.5, and aoloch values are consistently declining.","Bunge Ventures, the corporate venture capital division, is operated by the organization where the nopi value from 2022 plus the nopi value from 2023 amounts to 5832.0, investing in start-ups and early-stage companies.",aoloch,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Table+Chart, Text+Table",matplotlib,scatter,0
456,plBbELxdoihN.png,1,MONDELEZ INTERNATIONAL INC holds the highest ap value in the years when the sum of che value and at value for MONDELEZ INTERNATIONAL INC surpasses 73192.,The evaluation by the organization with ppent values exceeding 45858 in 2021 involves considering several factors to determine whether professional services constitute distinct performance obligations.,"By considering several factors, the organization with the greatest ap value in 2023 evaluates whether professional services constitute separate performance obligations.",ap,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Table+Chart, Text+Table, Text+Chart",seaborn,line,0
494,xCAqN53GOsNV.png,"1, 2, 3",ALLSTATE CORP is the corporation with the greatest oiadp value in the years when the sum of the fopo value plus oancf value for BOEING CO is below -5397.5.,"Pension expenses are distributed across numerous business areas by the organization with the smallest oiadp value in 2020, employing diverse accounting principles depending on the customer category (commercial versus government).",Claims processing and settlement arrangements are overseen in 2019 by a dedicated team of experts within its division for the organization with fopo values exceeding 1373.,oiadp,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Table+Chart, Text+Chart, Text+Table",matplotlib,bar,0
307,9oIvKqTsIkKD.png,1,SALESFORCE INC. is the organization with the pi value below 13781 and an aoloch value that consistently declines for every year.,Vigilantly observing and adjusting to the modifications stemming from the COVID-19 pandemic is the organization with the minimal aoloch value in 2021.,"In 2023, the organization's residential fixed services, which feature Internet access, video services, and voice services, have pi values below 2301.",aoloch,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Table+Chart, Text+Chart, Text+Table",seaborn,bar,0
788,mXbn1OH4PvyA.png,"1, 3",COSTCO WHOLESALE CORP is identified as the company with the smallest oiadp value in the years when its ibc value is below 3881.5.,"Whenever there are modifications in the estimated residual values of leased assets, the firm with the highest oiadp value in 2021 revises the depreciation expense moving forward.","When there are alterations in the expected residual values of leased assets, the organization where the 2023 dltt value minus the 2019 dltt value equals 27681.0 modifies depreciation expenses on a forward-looking basis.",oiadp,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Table+Chart, Text+Chart, Text+Table",seaborn,line,0
521,7lvKYlYtFqMp.png,3,ALLSTATE CORP is the organization with the nopi value below 2796 and an aoloch value that consistently declined for every year.,A Risk and Return Committee is responsible for supervising the efficiency of the Enterprise Risk and Return Management (ERRM) program in the company where the 2019 txt value plus the 2020 txt value amounts to 8564.0.,Alterations in market value amounting to $58 million would have resulted from a shift in interest rates by 100 basis points for the organization that consistently showed a declining pattern in aoloch values from 2019 through 2023.,aoloch,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Table+Chart, Text+Table, Text+Chart",matplotlib,bar,0
763,074scU8pdSKZ.png,2,SALESFORCE INC. is the company with the highest ap value during the years when ENERGY TRANSFER LP's oiadp value is below 6611.5.,"Performance obligations are recognized, and standalone selling prices are established by the organization in which the addition of the 2021 ceq value and the 2019 ceq value equals 92016.0, using a process that involves analyzing distinct service offerings and reviewing executed contracts.","By engaging in a process that involves evaluating distinct service offerings and analyzing executed contracts, the organization with the leading ap value in 2023 recognizes performance obligations and determines standalone selling prices.",ap,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Table+Chart, Text+Table, Text+Chart",seaborn,line,0
658,sFeBv6tTrZjc.png,2,"Authorized by its board of directors, the organization where the 2020 seq value plus the 2022 seq value amounts to 158986.0 is permitted to issue up to 5,000,000 shares of preferred stock.","A board of directors with the authority to issue up to 5,000,000 shares of preferred stock is possessed by the organization that showed a consistently declining trend in aoloch values from 2019 to 2023.",VERIZON COMMUNICATIONS INC holds the highest aoloch value in the years when the sum of the cogs value plus the lct value for VERIZON COMMUNICATIONS INC exceeds 108666.,aoloch,"(2019, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Text+Chart, Table+Chart",seaborn,scatter,0
604,PZBDsq7lPvgL.png,1,The recoverability of deferred tax assets is routinely assessed by the organization that exhibited a consistent downward trend in aoloch values from 2021 to 2023 by considering historical and expected taxable income.,"A worldwide leader in the design, development, and production of diverse aerospace products is the organization where the sum of the 2023 siv value and the 2020 siv value amounts to 76896.0.","ALLSTATE CORP is the organization, for every year, where the total sum of niadj values exceeds -6941 and aoloch values show a steady decline.",aoloch,"(2021, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Text+Table, Table+Chart",seaborn,line,0
